"manifest_id","source_legacy_id","source_url","legacy_asset_url","legacy_filename","asset_kind","observed_format","disposition","rights_status","privacy_review","alt_text_status","notes"
"M001","B001","https://www.fchfh.org/post/habitat-skydive-2022","https://static.wixstatic.com/media/cfaa59_e1d0bfdc21584852bda97178c99d9ce2~mv2.jpg","","BLOG_HERO","jpg","ARCHIVE","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M073","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_26325c51eec94a8fa4feee8312d46e48~mv2.png","IMG_1958.HEIC","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M074","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_ec694bab19bc4ff6b028bd95cf3ef427~mv2.png","IMG_1959.HEIC","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M075","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_79dcbbcce1f141ce95641e120882d111~mv2.png","IMG_1960.HEIC","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M076","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_d5ccab749b7643268b832af3f6f5d2a0~mv2.png","IMG_1961.HEIC","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M077","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_0e7c5b30eeab44a1926fab623eb9df32~mv2.png","IMG_1962.HEIC","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M078","P018","https://www.fchfh.org/project-history","https://static.wixstatic.com/media/cfaa59_6f68431c769943e684f9160003eaf7cd~mv2.png","IMG_2848.HEIC","HEIC_ORIGIN_IMAGE","png","MIGRATE_SELECTED","VERIFY_OWNERSHIP","REQUIRED","FILENAME_ONLY","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M079","P018","https://www.fchfh.org/project-history","https://static.wixstatic.com/media/cfaa59_f44c0ccd2d0a41698aab85249c191d8d~mv2.png","IMG_2345.HEIC","HEIC_ORIGIN_IMAGE","png","MIGRATE_SELECTED","VERIFY_OWNERSHIP","REQUIRED","FILENAME_ONLY","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M080","P018","https://www.fchfh.org/project-history","https://static.wixstatic.com/media/cfaa59_3722dbbbf1fe4b9989f35dc2501d81e4~mv2.png","IMG_3669.HEIC","HEIC_ORIGIN_IMAGE","png","MIGRATE_SELECTED","VERIFY_OWNERSHIP","REQUIRED","FILENAME_ONLY","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M081","P018","https://www.fchfh.org/project-history","https://static.wixstatic.com/media/cfaa59_96cd19d8af0442d8986433f5238e1f5d~mv2.png","IMG_3256.HEIC","HEIC_ORIGIN_IMAGE","png","MIGRATE_SELECTED","VERIFY_OWNERSHIP","REQUIRED","FILENAME_ONLY","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M082","P024","https://www.fchfh.org/sausagefest","https://static.wixstatic.com/media/cfaa59_b5e1146c0c4c45babae3c02642d9a003~mv2.png","FullSizeRender.HEIC","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
